id,row,area1,area1Id,area1Number,area2,area2Id,area2Number,area3,area3Id,area3Number,area4,area4Id,area4Number,giftbox,brick,glass,shovelProp,drillProp,bombProp
288,67,2_17,13_12_11_10_7_0_0_0_0_6,1_1_0_0_1_0_0_0_0_77,18_33,14_13_12_11_10_7_0_0_0_6,0_0_1_1_3_1_0_0_0_74,34_49,20_19_18_17_16_15_14_13_7_6,8_0_1_0_0_1_1_2_30_37,50_67,20_19_18_17_16_15_14_13_12_7,13_0_0_1_0_1_0_0_0_75,13,9,8,2,1,2
289,67,2_17,13_12_11_10_7_0_0_0_0_6,2_1_0_1_1_0_0_0_0_75,18_33,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_1_0_0_0_78,34_49,20_19_18_17_16_15_14_13_7_6,8_0_0_1_2_2_0_1_6_60,50_67,20_19_18_17_16_15_14_13_12_7,13_0_1_0_1_0_0_0_1_74,13,9,8,4,2,0
290,68,2_17,13_12_11_10_7_0_0_0_0_6,1_1_3_1_19_0_0_0_0_55,18_33,14_13_12_11_10_7_0_0_0_6,0_0_1_1_0_2_0_0_0_76,34_49,20_19_18_17_16_15_14_13_7_6,8_1_1_0_0_1_1_1_16_51,50_68,20_19_18_17_16_15_14_13_12_7,12_6_0_2_0_1_0_1_0_73,13,9,8,3,1,3
291,68,2_17,13_12_11_10_7_0_0_0_0_6,2_1_2_1_2_0_0_0_0_72,18_33,14_13_12_11_10_7_0_0_0_6,0_0_1_3_4_3_0_0_0_69,34_49,20_19_18_17_16_15_14_13_7_6,6_1_10_12_11_9_9_12_4_6,50_68,20_19_18_17_16_15_14_13_12_7,11_2_5_5_8_16_33_2_1_12,13,9,8,4,2,0
292,68,2_17,13_12_11_10_7_0_0_0_0_6,1_1_3_1_1_0_0_0_0_73,18_33,14_13_12_11_10_7_0_0_0_6,1_0_0_1_2_0_0_0_0_76,34_49,20_19_18_17_16_15_14_13_7_6,5_2_12_35_0_1_2_4_5_14,50_68,20_19_18_17_16_15_14_13_12_7,10_14_1_0_0_0_2_1_1_66,13,9,8,3,1,0
293,68,2_17,13_12_11_10_7_0_0_0_0_6,1_1_2_1_2_0_0_0_0_73,18_33,14_13_12_11_10_7_0_0_0_6,1_0_1_0_0_1_0_0_0_77,34_49,20_19_18_17_16_15_14_13_7_6,8_1_1_5_25_1_6_6_18_9,50_68,20_19_18_17_16_15_14_13_12_7,8_9_23_5_1_6_0_0_1_42,13,9,8,4,2,3
294,68,2_17,13_12_11_10_7_0_0_0_0_6,2_0_0_1_1_0_0_0_0_76,18_33,14_13_12_11_10_7_0_0_0_6,0_0_1_1_0_0_0_0_0_78,34_49,20_19_18_17_16_15_14_13_7_6,7_2_7_3_1_8_2_8_28_14,50_68,20_19_18_17_16_15_14_13_12_7,11_11_2_2_2_2_0_1_1_63,13,9,8,3,2,0
295,69,2_18,13_12_11_10_7_0_0_0_0_6,1_1_3_0_0_0_0_0_0_80,19_35,14_13_12_11_10_7_0_0_0_6,0_1_1_0_0_0_0_0_0_83,36_52,20_19_18_17_16_15_14_13_7_6,10_0_1_0_1_0_0_1_2_70,53_69,21_20_19_18_17_16_15_14_13_7,3_4_0_1_2_1_5_24_4_41,13,9,9,5,0,2
296,69,2_18,13_12_11_10_7_0_0_0_0_6,2_1_1_1_1_0_0_0_0_79,19_35,14_13_12_11_10_7_0_0_0_6,0_0_2_1_1_0_0_0_0_81,36_52,20_19_18_17_16_15_14_13_7_6,8_5_2_1_6_1_1_4_51_6,53_69,21_20_19_18_17_16_15_14_13_7,3_3_4_0_1_1_2_0_1_70,13,9,9,4,1,0
297,69,2_18,13_12_11_10_7_0_0_0_0_6,2_0_1_0_1_0_0_0_0_81,19_35,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_0_0_0_0_84,36_52,20_19_18_17_16_15_14_13_7_6,9_1_6_8_3_4_44_6_3_1,53_69,21_20_19_18_17_16_15_14_13_7,4_0_0_1_0_0_0_1_1_78,13,9,9,2,3,3
298,69,2_18,13_12_11_10_7_0_0_0_0_6,1_1_1_1_3_0_0_0_0_78,19_35,14_13_12_11_10_7_0_0_0_6,0_1_0_1_1_0_0_0_0_82,36_52,20_19_18_17_16_15_14_13_7_6,8_0_0_1_1_0_1_0_0_74,53_69,21_20_19_18_17_16_15_14_13_7,2_1_4_1_0_0_0_0_0_77,13,9,9,5,3,2
299,69,2_18,13_12_11_10_7_0_0_0_0_6,2_0_1_1_1_0_0_0_0_80,19_35,14_13_12_11_10_7_0_0_0_6,1_0_1_1_0_0_0_0_0_82,36_52,20_19_18_17_16_15_14_13_7_6,8_7_3_5_0_1_1_0_0_60,53_69,21_20_19_18_17_16_15_14_13_7,4_1_0_0_1_1_0_0_1_77,13,9,9,4,0,0
300,70,2_18,13_12_11_10_7_0_0_0_0_6,2_1_1_0_0_0_0_0_0_81,19_35,14_13_12_11_10_7_0_0_0_6,1_0_1_1_0_0_0_0_0_82,36_52,20_19_18_17_16_15_14_13_7_6,7_6_10_1_0_0_0_2_3_56,53_70,21_20_19_18_17_16_15_14_13_7,5_0_1_0_0_1_0_1_0_82,13,9,9,5,0,3
301,70,2_18,13_12_11_10_7_0_0_0_0_6,1_3_0_1_0_0_0_0_0_80,19_35,14_13_12_11_10_7_0_0_0_6,1_0_0_2_0_1_0_0_0_81,36_52,21_20_19_18_17_16_15_14_7_6,3_1_1_0_1_0_0_0_5_74,53_70,21_20_19_18_17_16_15_14_13_7,4_1_2_4_21_36_5_4_7_6,13,9,9,4,2,3
302,70,2_18,13_12_11_10_7_0_0_0_0_6,2_1_0_0_0_0_0_0_0_82,19_35,14_13_12_11_10_7_0_0_0_6,0_1_0_1_0_1_0_0_0_82,36_52,21_20_19_18_17_16_15_14_7_6,2_1_2_12_1_14_9_16_4_24,53_70,21_20_19_18_17_16_15_14_13_7,3_4_1_0_0_1_1_1_0_79,13,9,9,3,0,2
303,70,2_18,13_12_11_10_7_0_0_0_0_6,2_1_0_1_0_0_0_0_0_81,19_35,14_13_12_11_10_7_0_0_0_6,0_0_1_1_1_4_0_0_0_78,36_52,21_20_19_18_17_16_15_14_7_6,2_1_2_5_3_5_19_2_40_6,53_70,21_20_19_18_17_16_15_14_13_7,4_3_2_1_1_0_1_0_1_77,13,9,9,3,3,3
304,70,2_18,13_12_11_10_7_0_0_0_0_6,2_1_0_1_0_0_0_0_0_81,19_35,14_13_12_11_10_7_0_0_0_6,1_0_0_0_1_1_0_0_0_82,36_52,21_20_19_18_17_16_15_14_7_6,2_1_1_0_1_0_1_0_3_76,53_70,21_20_19_18_17_16_15_14_13_7,3_1_1_7_2_2_2_1_2_69,13,9,9,5,3,2
305,71,2_18,13_12_11_10_7_0_0_0_0_6,2_1_0_0_1_0_0_0_0_81,19_35,14_13_12_11_10_7_0_0_0_6,0_1_0_2_1_0_0_0_0_81,36_52,21_20_19_18_17_16_15_14_7_6,4_0_0_0_1_1_1_2_29_47,53_71,21_20_19_18_17_16_15_14_13_7,5_1_1_0_1_0_0_1_3_83,13,9,9,5,0,3
306,71,2_18,13_12_11_10_7_0_0_0_0_6,2_1_0_0_1_0_0_0_0_81,19_35,14_13_12_11_10_7_0_0_0_6,1_0_2_0_1_0_0_0_0_81,36_52,21_20_19_18_17_16_15_14_7_6,2_1_1_3_39_15_23_1_0_0,53_71,21_20_19_18_17_16_15_14_13_7,5_0_1_1_0_0_1_0_0_87,13,9,9,5,0,1
307,71,2_18,13_12_11_10_7_0_0_0_0_6,1_3_0_1_0_0_0_0_0_80,19_35,14_13_12_11_10_7_0_0_0_6,1_0_1_0_0_1_0_0_0_82,36_52,21_20_19_18_17_16_15_14_7_6,3_1_2_0_1_1_1_0_6_70,53_71,21_20_19_18_17_16_15_14_13_7,5_1_1_1_1_1_3_5_1_76,13,9,9,3,3,0
308,71,2_18,13_12_11_10_7_0_0_0_0_6,2_0_1_0_0_0_0_0_0_82,19_35,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_0_0_0_0_84,36_52,21_20_19_18_17_16_15_14_7_6,4_0_1_1_0_1_3_2_34_39,53_71,21_20_19_18_17_16_15_14_13_7,4_5_2_6_1_0_0_0_1_76,13,9,9,5,0,3
309,71,2_18,13_12_11_10_7_0_0_0_0_6,2_1_1_0_0_0_0_0_0_81,19_35,14_13_12_11_10_7_0_0_0_6,1_0_0_1_0_1_0_0_0_82,36_52,21_20_19_18_17_16_15_14_7_6,4_0_2_1_0_0_0_1_30_47,53_71,21_20_19_18_17_16_15_14_13_7,5_1_0_0_1_1_1_0_1_85,13,9,9,2,0,3
310,72,2_18,13_12_11_10_7_0_0_0_0_6,2_0_0_1_0_0_0_0_0_82,19_35,14_13_12_11_10_7_0_0_0_6,0_1_0_0_2_1_0_0_0_81,36_52,21_20_19_18_17_16_15_14_7_6,3_1_1_0_1_0_0_0_65_14,53_72,21_20_19_18_17_16_15_14_13_7,4_3_1_11_30_30_8_4_2_7,13,9,9,5,3,2
311,72,2_18,13_12_11_10_7_0_0_0_0_6,2_0_1_1_4_0_0_0_0_77,19_35,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_0_0_0_0_84,36_52,21_20_19_18_17_16_15_14_7_6,4_0_0_1_0_0_1_4_68_7,53_72,21_20_19_18_17_16_15_14_13_7,6_2_1_0_0_1_0_0_1_89,13,9,9,2,2,2
312,72,2_18,13_12_11_10_7_0_0_0_0_6,2_1_1_3_3_0_0_0_0_75,19_35,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_1_0_0_0_83,36_52,21_20_19_18_17_16_15_14_7_6,2_1_1_1_0_0_0_1_70_9,53_72,21_20_19_18_17_16_15_14_13_7,4_1_0_1_0_1_0_0_1_92,13,9,9,3,1,3
313,72,2_18,13_12_11_10_7_0_0_0_0_6,1_2_2_1_1_0_0_0_0_78,19_35,14_13_12_11_10_7_0_0_0_6,0_1_0_0_0_1_0_0_0_83,36_52,21_20_19_18_17_16_15_14_7_6,3_2_1_1_2_2_0_2_3_69,53_72,21_20_19_18_17_16_15_14_13_7,5_4_4_2_3_1_1_0_0_80,13,9,9,3,2,0
314,72,2_18,13_12_11_10_7_0_0_0_0_6,1_1_5_1_2_0_0_0_0_75,19_35,14_13_12_11_10_7_0_0_0_6,0_1_1_0_1_1_0_0_0_81,36_52,21_20_19_18_17_16_15_14_7_6,3_1_1_1_3_0_0_1_36_39,53_72,21_20_19_18_17_16_15_14_13_7,5_3_1_10_14_19_4_2_2_40,13,9,9,2,3,2
315,73,2_19,13_12_11_10_7_0_0_0_0_6,2_2_0_0_0_0_0_0_0_86,20_37,14_13_12_11_10_7_0_0_0_6,0_1_0_1_0_1_0_0_0_87,38_55,21_20_19_18_17_16_15_14_7_6,3_3_2_0_1_1_6_4_28_42,56_73,21_20_19_18_17_16_15_14_13_7,5_2_0_0_1_1_0_0_2_79,13,9,9,2,3,3
316,73,2_19,13_12_11_10_7_0_0_0_0_6,2_0_1_1_2_0_0_0_0_84,20_37,14_13_12_11_10_7_0_0_0_6,1_1_0_0_0_0_0_0_0_88,38_55,21_20_19_18_17_16_15_14_7_6,4_1_2_0_0_1_0_1_43_38,56_73,21_20_19_18_17_16_15_14_13_7,4_2_4_11_12_10_26_18_2_1,13,9,9,4,2,0
317,73,2_19,13_12_11_10_7_0_0_0_0_6,2_2_1_0_0_0_0_0_0_85,20_37,14_13_12_11_10_7_0_0_0_6,1_0_1_3_2_0_0_0_0_83,38_55,21_20_19_18_17_16_15_14_7_6,4_2_2_1_3_7_5_7_28_31,56_73,21_20_19_18_17_16_15_14_13_7,6_1_0_1_1_0_1_0_0_80,13,9,9,5,0,1
318,73,2_19,13_12_11_10_7_0_0_0_0_6,2_0_2_0_1_0_0_0_0_85,20_37,14_13_12_11_10_7_0_0_0_6,1_0_0_1_1_3_0_0_0_84,38_55,21_20_19_18_17_16_15_14_7_6,4_1_1_0_0_0_0_0_38_46,56_73,21_20_19_18_17_16_15_14_13_7,6_1_0_1_2_0_1_2_0_77,13,9,9,2,3,3
319,73,2_19,13_12_11_10_7_0_0_0_0_6,2_1_1_0_0_0_0_0_0_86,20_37,14_13_12_11_10_7_0_0_0_6,1_0_1_1_1_1_0_0_0_85,38_55,21_20_19_18_17_16_15_14_7_6,4_1_1_1_0_0_0_1_74_8,56_73,21_20_19_18_17_16_15_14_13_7,5_2_4_5_10_18_2_1_1_42,13,9,9,2,2,3
320,74,2_19,13_12_11_10_7_0_0_0_0_6,2_1_0_1_0_0_0_0_0_86,20_37,14_13_12_11_10_7_0_0_0_6,0_1_0_1_2_1_0_0_0_85,38_55,21_20_19_18_17_16_15_14_7_6,4_1_0_0_0_2_1_1_52_29,56_74,21_20_19_18_17_16_15_14_13_7,4_2_10_6_14_55_1_1_1_1,13,9,9,4,1,2
321,74,2_19,13_12_11_10_7_0_0_0_0_6,1_3_1_0_0_0_0_0_0_85,20_37,14_13_12_11_10_7_0_0_0_6,1_0_1_0_1_0_0_0_0_87,38_55,21_20_19_18_17_16_15_14_7_6,4_1_1_0_2_0_0_0_32_50,56_74,21_20_19_18_17_16_15_14_13_7,7_0_2_0_1_0_0_1_1_83,13,9,9,3,3,1
322,74,2_19,13_12_11_10_7_0_0_0_0_6,2_1_0_0_1_0_0_0_0_86,20_37,14_13_12_11_10_7_0_0_0_6,1_0_0_1_0_0_0_0_0_88,38_55,21_20_19_18_17_16_15_14_7_6,5_1_0_0_0_1_0_1_9_73,56_74,21_20_19_18_17_16_15_14_13_7,6_4_1_0_0_0_1_2_2_79,13,9,9,5,0,3
323,74,2_19,13_12_11_10_7_0_0_0_0_6,2_3_0_0_0_0_0_0_0_85,20_37,14_13_12_11_10_7_0_0_0_6,1_0_1_0_1_0_0_0_0_87,38_55,21_20_19_18_17_16_15_14_7_6,5_1_0_0_0_0_0_1_35_48,56_74,21_20_19_18_17_16_15_14_13_7,4_3_14_5_10_1_15_1_30_12,13,9,9,4,1,2
324,74,2_19,13_12_11_10_7_0_0_0_0_6,3_0_0_1_1_0_0_0_0_85,20_37,14_13_12_11_10_7_0_0_0_6,1_0_0_0_1_0_0_0_0_88,38_55,21_20_19_18_17_16_15_14_7_6,4_1_4_1_0_0_2_1_18_59,56_74,21_20_19_18_17_16_15_14_13_7,7_1_0_0_0_1_3_2_2_79,13,9,9,2,0,0
325,75,2_19,13_12_11_10_7_0_0_0_0_6,2_1_1_1_1_0_0_0_0_84,20_37,14_13_12_11_10_7_0_0_0_6,1_0_2_0_1_0_0_0_0_86,38_55,21_20_19_18_17_16_15_14_7_6,4_2_2_5_1_1_1_2_5_67,56_75,21_20_19_18_17_16_15_14_13_7,7_1_1_4_16_2_18_3_35_13,13,9,9,2,3,1
326,75,2_19,13_12_11_10_7_0_0_0_0_6,2_0_1_1_4_0_0_0_0_82,20_37,14_13_12_11_10_7_0_0_0_6,1_0_1_0_0_0_0_0_0_88,38_55,21_20_19_18_17_16_15_14_7_6,4_4_0_0_0_2_1_0_8_71,56_75,21_20_19_18_17_16_15_14_13_7,5_3_19_1_3_1_1_1_19_47,13,9,9,5,0,0
327,75,2_19,13_12_11_10_7_0_0_0_0_6,2_1_0_0_1_0_0_0_0_86,20_37,14_13_12_11_10_7_0_0_0_6,1_0_1_0_0_0_0_0_0_88,38_55,21_20_19_18_17_16_15_14_7_6,4_1_5_3_1_1_0_0_13_62,56_75,21_20_19_18_17_16_15_14_13_7,6_5_1_0_1_1_4_0_0_82,13,9,9,3,1,0
328,75,2_19,13_12_11_10_7_0_0_0_0_6,2_1_1_0_2_0_0_0_0_84,20_37,14_13_12_11_10_7_0_0_0_6,1_0_1_2_2_1_0_0_0_83,38_55,21_20_19_18_17_16_15_14_7_6,3_1_2_1_1_1_0_1_7_73,56_75,21_20_19_18_17_16_15_14_13_7,6_1_0_0_0_1_2_0_1_89,13,9,9,5,3,2
329,75,2_19,13_12_11_10_7_0_0_0_0_6,2_1_0_0_1_0_0_0_0_86,20_37,14_13_12_11_10_7_0_0_0_6,0_1_0_2_0_1_0_0_0_86,38_55,21_20_19_18_17_16_15_14_7_6,4_3_1_1_62_12_4_0_2_1,56_75,21_20_19_18_17_16_15_14_13_7,6_7_1_0_0_1_0_1_2_82,13,9,9,4,3,3
330,76,2_19,13_12_11_10_7_0_0_0_0_6,3_0_0_1_1_0_0_0_0_85,20_37,14_13_12_11_10_7_0_0_0_6,0_1_0_1_1_0_0_0_0_87,38_55,21_20_19_18_17_16_15_14_7_6,6_0_1_1_1_1_2_0_13_65,56_76,21_20_19_18_17_16_15_14_13_7,6_1_2_18_40_19_6_5_7_1,13,9,9,3,1,1
331,76,2_19,13_12_11_10_7_0_0_0_0_6,2_1_2_0_0_0_0_0_0_85,20_37,14_13_12_11_10_7_0_0_0_6,1_0_0_1_1_4_0_0_0_83,38_55,21_20_19_18_17_16_15_14_7_6,3_6_1_1_11_4_2_3_26_33,56_76,21_20_19_18_17_16_15_14_13_7,9_2_0_1_2_1_0_0_2_88,13,9,9,4,2,3
332,76,2_19,13_12_11_10_7_0_0_0_0_6,3_0_0_0_1_0_0_0_0_86,20_37,14_13_12_11_10_7_0_0_0_6,0_1_0_0_1_1_0_0_0_87,38_55,21_20_19_18_17_16_15_14_7_6,4_5_1_3_1_5_0_0_19_52,56_76,21_20_19_18_17_16_15_14_13_7,6_7_3_14_0_0_1_0_1_73,13,9,9,5,2,2
333,76,2_19,13_12_11_10_7_0_0_0_0_6,2_1_1_13_0_0_0_0_0_73,20_37,14_13_12_11_10_7_0_0_0_6,1_0_1_3_2_0_0_0_0_83,38_55,21_20_19_18_17_16_15_14_7_6,5_1_0_2_0_0_1_1_78_2,56_76,21_20_19_18_17_16_15_14_13_7,8_1_1_13_1_25_11_1_5_39,13,9,9,5,0,3
334,76,2_19,13_12_11_10_7_0_0_0_0_6,2_1_1_1_0_0_0_0_0_85,20_37,14_13_12_11_10_7_0_0_0_6,1_1_0_0_1_0_0_0_0_87,38_55,21_20_19_18_17_16_15_14_7_6,4_3_3_5_5_1_0_0_43_26,56_76,21_20_19_18_17_16_15_14_13_7,8_3_6_0_0_1_0_2_1_84,13,9,9,5,1,3
335,77,2_20,13_12_11_10_7_0_0_0_0_6,2_1_1_0_0_0_0_0_0_91,21_39,14_13_12_11_10_7_0_0_0_6,1_1_0_0_2_1_0_0_0_90,40_58,21_20_19_18_17_16_15_14_7_6,7_0_0_0_0_0_1_0_84_3,59_77,21_20_19_18_17_16_15_14_13_7,8_2_2_2_1_1_0_1_0_78,13,9,10,4,3,2
336,77,2_20,13_12_11_10_7_0_0_0_0_6,2_1_0_1_1_0_0_0_0_90,21_39,14_13_12_11_10_7_0_0_0_6,1_0_1_0_1_2_0_0_0_90,40_58,21_20_19_18_17_16_15_14_7_6,3_4_6_2_0_1_2_0_52_25,59_77,21_20_19_18_17_16_15_14_13_7,5_3_1_0_1_5_0_1_1_78,13,9,10,4,3,2
337,77,2_20,13_12_11_10_7_0_0_0_0_6,3_0_2_1_0_0_0_0_0_89,21_39,14_13_12_11_10_7_0_0_0_6,1_1_0_0_0_1_0_0_0_92,40_58,21_20_19_18_17_16_15_14_7_6,5_4_3_8_6_1_0_0_63_5,59_77,21_20_19_18_17_16_15_14_13_7,8_2_0_1_0_1_0_0_0_83,13,9,10,4,1,3
338,77,2_20,13_12_11_10_7_0_0_0_0_6,2_2_2_5_2_0_0_0_0_82,21_39,14_13_12_11_10_7_0_0_0_6,1_1_0_1_0_1_0_0_0_91,40_58,21_20_19_18_17_16_15_14_7_6,7_0_0_1_2_1_3_7_14_60,59_77,21_20_19_18_17_16_15_14_13_7,9_0_0_0_0_2_0_1_0_83,13,9,10,5,1,2
339,77,2_20,13_12_11_10_7_0_0_0_0_6,3_0_1_1_0_0_0_0_0_90,21_39,14_13_12_11_10_7_0_0_0_6,1_1_0_0_1_1_0_0_0_91,40_58,21_20_19_18_17_16_15_14_7_6,5_2_6_5_17_14_24_2_8_12,59_77,21_20_19_18_17_16_15_14_13_7,5_11_1_5_1_2_2_1_1_66,13,9,10,3,0,0
340,78,2_20,13_12_11_10_7_0_0_0_0_6,2_2_1_0_1_0_0_0_0_89,21_39,14_13_12_11_10_7_0_0_0_6,1_0_0_1_1_0_0_0_0_92,40_58,21_20_19_18_17_16_15_14_7_6,6_1_0_0_0_0_2_1_15_70,59_78,21_20_19_18_17_16_15_14_13_7,7_1_16_18_0_2_1_1_1_53,13,9,10,3,0,2
341,78,2_20,13_12_11_10_7_0_0_0_0_6,3_1_0_0_0_0_0_0_0_91,21_39,14_13_12_11_10_7_0_0_0_6,0_1_0_0_1_0_0_0_0_93,40_58,21_20_19_18_17_16_15_14_7_6,7_1_0_1_0_0_1_1_51_33,59_78,21_20_19_18_17_16_15_14_13_7,8_2_7_18_1_6_1_6_2_49,13,9,10,4,2,1
342,78,2_20,13_12_11_10_7_0_0_0_0_6,3_0_0_1_0_0_0_0_0_91,21_39,14_13_12_11_10_7_0_0_0_6,1_0_1_2_0_1_0_0_0_90,40_58,21_20_19_18_17_16_15_14_7_6,5_4_2_5_1_0_0_1_36_41,59_78,21_20_19_18_17_16_15_14_13_7,7_8_0_1_1_0_0_1_1_81,13,9,10,4,3,2
343,78,2_20,13_12_11_10_7_0_0_0_0_6,2_2_0_1_0_0_0_0_0_90,21_39,14_13_12_11_10_7_0_0_0_6,1_0_1_0_0_1_0_0_0_92,40_58,21_20_19_18_17_16_15_14_7_6,5_5_3_3_2_2_1_0_28_46,59_78,21_20_19_18_17_16_15_14_13_7,8_5_3_2_3_37_18_19_3_2,13,9,10,3,0,0
344,78,2_20,13_12_11_10_7_0_0_0_0_6,2_2_0_0_2_0_0_0_0_89,21_39,14_13_12_11_10_7_0_0_0_6,1_0_1_1_0_1_0_0_0_91,40_58,21_20_19_18_17_16_15_14_7_6,6_3_0_1_2_1_2_0_38_42,59_78,21_20_19_18_17_16_15_14_13_7,11_0_0_1_0_1_1_1_0_85,13,9,10,4,1,3
345,79,2_20,13_12_11_10_7_0_0_0_0_6,3_0_0_0_1_0_0_0_0_91,21_39,14_13_12_11_10_7_0_0_0_6,1_0_0_1_0_1_0_0_0_92,40_58,21_20_19_18_17_16_15_14_7_6,7_0_1_0_1_0_0_0_39_47,59_79,21_20_19_18_17_16_15_14_13_7,7_5_21_2_5_2_0_0_0_63,13,9,10,3,1,2
346,79,2_20,13_12_11_10_7_0_0_0_0_6,2_1_0_0_1_0_0_0_0_91,21_39,14_13_12_11_10_7_0_0_0_6,1_0_1_1_0_1_0_0_0_91,40_58,21_20_19_18_17_16_15_14_7_6,5_6_2_16_5_3_29_6_21_2,59_79,21_20_19_18_17_16_15_14_13_7,7_8_13_2_3_42_5_5_5_15,13,9,10,4,1,3
347,79,2_20,13_12_11_10_7_0_0_0_0_6,3_0_1_0_0_0_0_0_0_91,21_39,14_13_12_11_10_7_0_0_0_6,0_1_1_0_0_1_0_0_0_92,40_58,21_20_19_18_17_16_15_14_7_6,7_1_1_0_0_1_0_0_19_66,59_79,21_20_19_18_17_16_15_14_13_7,11_1_0_0_1_1_0_0_1_90,13,9,10,3,3,2
348,79,2_20,13_12_11_10_7_0_0_0_0_6,2_1_1_1_1_0_0_0_0_89,21_39,14_13_12_11_10_7_0_0_0_6,0_1_1_0_1_1_0_0_0_91,40_58,21_20_19_18_17_16_15_14_7_6,7_1_2_1_3_0_1_0_49_31,59_79,21_20_19_18_17_16_15_14_13_7,8_9_3_1_2_2_1_0_1_78,13,9,10,3,2,0
349,79,2_20,13_12_11_10_7_0_0_0_0_6,3_1_0_1_1_0_0_0_0_89,21_39,14_13_12_11_10_7_0_0_0_6,1_0_1_1_1_0_0_0_0_91,40_58,21_20_19_18_17_16_15_14_7_6,6_4_8_2_3_10_1_6_54_1,59_79,21_20_19_18_17_16_15_14_13_7,10_1_6_1_47_12_24_2_1_1,13,9,10,4,2,2
350,80,2_20,13_12_11_10_7_0_0_0_0_6,3_1_0_0_0_0_0_0_0_91,21_39,14_13_12_11_10_7_0_0_0_6,1_0_0_1_0_1_0_0_0_92,40_58,21_20_19_18_17_16_15_14_7_6,6_5_1_9_13_1_0_1_4_55,59_80,21_20_19_18_17_16_15_14_13_7,12_1_1_1_7_1_2_3_7_75,13,9,10,5,0,3
351,80,2_20,13_12_11_10_7_0_0_0_0_6,3_0_1_1_1_0_0_0_0_89,21_39,14_13_12_11_10_7_0_0_0_6,1_0_2_1_0_1_0_0_0_90,40_58,21_20_19_18_17_16_15_14_7_6,5_8_2_1_1_0_1_0_33_44,59_80,21_20_19_18_17_16_15_14_13_7,11_1_9_6_7_0_0_2_1_73,13,9,10,5,1,1
352,80,2_20,13_12_11_10_7_0_0_0_0_6,3_0_1_1_1_0_0_0_0_89,21_39,14_13_12_11_10_7_0_0_0_6,0_1_0_1_1_1_0_0_0_91,40_58,21_20_19_18_17_16_15_14_7_6,6_2_11_3_11_17_21_19_2_3,59_80,21_20_19_18_17_16_15_14_13_7,11_3_4_2_11_46_11_9_4_9,13,9,10,5,2,0
353,80,2_20,13_12_11_10_7_0_0_0_0_6,2_1_3_2_0_0_0_0_0_87,21_39,14_13_12_11_10_7_0_0_0_6,0_1_0_0_2_0_0_0_0_92,40_58,21_20_19_18_17_16_15_14_7_6,7_2_3_1_0_1_1_0_26_54,59_80,21_20_19_18_17_16_15_14_13_7,13_1_0_0_0_1_1_0_0_94,13,9,10,4,2,1
354,80,2_20,13_12_11_10_7_0_0_0_0_6,2_1_3_1_1_0_0_0_0_87,21_39,14_13_12_11_10_7_0_0_0_6,1_0_1_1_0_0_0_0_0_92,40_58,21_20_19_18_17_16_15_14_7_6,5_5_11_1_1_1_0_1_38_32,59_80,21_20_19_18_17_16_15_14_13_7,12_3_2_1_0_1_1_1_1_88,13,9,10,5,3,3
355,81,2_21,13_12_11_10_7_0_0_0_0_6,2_3_1_0_1_0_0_0_0_93,22_41,14_13_12_11_10_7_0_0_0_6,1_1_0_1_1_7_0_0_0_89,42_61,21_20_19_18_17_16_15_14_7_6,5_1_20_21_11_4_8_8_20_2,62_81,21_20_19_18_17_16_15_14_13_7,10_2_2_15_12_58_1_0_0_0,13,9,10,3,0,3
356,81,2_21,13_12_11_10_7_0_0_0_0_6,2_2_3_0_1_0_0_0_0_92,22_41,14_13_12_11_10_7_0_0_0_6,1_1_1_0_0_0_0_0_0_97,42_61,21_20_19_18_17_16_15_14_7_6,9_0_1_2_0_0_0_1_6_81,62_81,21_20_19_18_17_16_15_14_13_7,12_1_1_0_0_0_0_0_0_86,13,9,10,3,1,1
357,81,2_21,13_12_11_10_7_0_0_0_0_6,3_1_1_1_0_0_0_0_0_94,22_41,14_13_12_11_10_7_0_0_0_6,0_1_0_1_1_0_0_0_0_97,42_61,21_20_19_18_17_16_15_14_7_6,7_7_2_0_0_0_1_2_78_3,62_81,21_20_19_18_17_16_15_14_13_7,11_6_0_1_1_4_0_1_2_74,13,9,10,5,0,0
358,81,2_21,13_12_11_10_7_0_0_0_0_6,3_0_1_0_1_0_0_0_0_95,22_41,14_13_12_11_10_7_0_0_0_6,1_1_1_1_1_2_0_0_0_93,42_61,21_20_19_18_17_16_15_14_7_6,8_4_1_0_0_1_2_1_21_62,62_81,21_20_19_18_17_16_15_14_13_7,11_4_2_0_1_0_0_1_0_81,13,9,10,3,3,2
359,81,2_21,13_12_11_10_7_0_0_0_0_6,3_0_1_1_7_0_0_0_0_88,22_41,14_13_12_11_10_7_0_0_0_6,1_1_0_0_0_1_0_0_0_97,42_61,21_20_19_18_17_16_15_14_7_6,6_3_5_40_19_5_3_5_4_10,62_81,21_20_19_18_17_16_15_14_13_7,11_3_7_5_1_0_1_0_0_72,13,9,10,5,3,3
